"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"ANTHONY CIRELLI","","C","25","L","T.B","76","17","26","43","0.57","43","46","4","8","01:26","28.3","18:19","146","14","70","6","$4.8M","$4.8M","$4.8M"
"EVAN RODRIGUES","","R","28","R","","82","19","24","43","0.52","86","43","2","8","01:55","39.8","15:50","243","3","14","0","$1M","$1M","$1M"
"EVAN BOUCHARD","","D","22","R","EDM","81","12","31","43","0.53","43","44","1","7","01:20","29.4","19:48","205","10","28","1","$0.83M","$0.86M","$1.6M"
"COLE CAUFIELD","","L","21","R","MTL","67","23","20","43","0.64","43","53","3","13","02:51","54.8","16:40","188","-24","10","1","$0.93M","$0.88M","$1.31M"
"EVGENII DADONOV","","R","33","L","MTL","78","20","23","43","0.55","43","45","4","8","02:23","54.1","15:49","177","4","18","1","$5M","$5M","$5M"
"CONOR SHEARY","","R","30","L","WSH","71","19","24","43","0.61","43","50","5","6","01:43","32.6","15:17","129","-2","14","1","$1.25M","$1.5M","$1.5M"
"TOREY KRUG","","D","31","L","STL","64","9","34","43","0.67","43","55","1","19","02:49","61.4","20:33","118","23","48","5","$4M","$6.5M","$6.5M"
"JACCOB SLAVIN","","D","28","L","CAR","79","4","38","42","0.53","42","44","0","7","01:22","30.3","23:32","165","36","10","3","$6M","$5.3M","$5.3M"
"JAKE DEBRUSK","","R","25","L","BOS","77","25","17","42","0.55","42","45","8","4","01:18","27.5","15:02","184","6","10","2","$4.85M","$3.68M","$3.68M"
"EVGENI MALKIN","","C","35","L","PIT","41","20","22","42","1.02","42","84","5","20","03:46","73.5","18:20","129","-10","24","4","$9.5M","$9.5M","$9.5M"
"DAWSON MERCER","","C","20","R","N.J","82","17","25","42","0.51","42","42","2","4","01:53","40.9","16:32","154","-24","28","2","$0.93M","$0.89M","$1.29M"
"MARCUS FOLIGNO","","R","30","L","MIN","74","23","19","42","0.57","42","47","3","7","01:43","33.0","16:25","98","25","112","2","$2.1M","$3.1M","$3.1M"
"CAM FOWLER","","D","30","L","ANA","76","9","33","42","0.55","42","45","1","18","02:09","47.1","24:25","124","-9","14","4","$6.25M","$6.5M","$6.5M"
"ADAM HENRIQUE","","L","32","L","ANA","58","19","23","42","0.72","42","59","0","11","02:09","45.5","17:25","141","-2","14","2","$5.83M","$5.83M","$5.83M"
"JARED SPURGEON","","D","32","R","MIN","65","10","31","41","0.63","41","52","2","14","03:02","59.9","21:09","116","32","10","5","$9M","$7.58M","$7.58M"
"RICKARD RAKELL","","R","29","R","PIT","70","20","21","41","0.59","41","48","2","10","02:17","50.2","17:59","184","0","12","6","$3.8M","$3.79M","$3.79M"
"TYSON BARRIE","","D","30","R","EDM","73","7","34","41","0.56","41","46","0","21","02:51","63.5","18:58","149","3","18","2","$4M","$4.5M","$4.5M"
"TANNER JEANNOT","","R","25","L","NSH","81","24","17","41","0.51","41","42","5","3","00:30","10.2","15:59","124","2","130","1","$0.75M","$0.8M","$0.8M"
"SETH JARVIS","","R","20","R","CAR","68","17","23","40","0.59","40","48","4","6","01:21","30.9","13:52","110","11","18","2","$0.93M","$0.89M","$1.39M"
"COREY PERRY","","R","37","R","T.B","82","19","21","40","0.49","40","40","4","8","01:44","33.0","13:31","153","9","66","1","$0.75M","$1M","$1M"
"KAILER YAMAMOTO","","R","23","R","EDM","81","20","20","40","0.49","40","40","4","6","00:49","18.2","16:52","114","-1","40","0","$1.18M","$1.18M","$1.18M"
"MARTIN NECAS","","R","23","R","CAR","78","14","26","40","0.51","40","42","6","4","01:39","36.9","16:11","159","5","32","0","$0.83M","$0.86M","$1.4M"
"ROSS COLTON","","L","25","L","T.B","79","22","17","39","0.49","39","40","4","6","01:25","27.1","12:48","159","3","24","1","$1M","$1.13M","$1.13M"
"JACOB TROUBA","","D","28","R","NYR","81","11","28","39","0.48","39","39","1","4","01:12","28.8","22:26","204","23","88","4","$8M","$8M","$8M"
"JEAN-GABRIEL PAGEAU","","C","29","R","NYI","77","18","21","39","0.51","39","42","0","7","02:04","49.5","17:40","126","-1","30","4","$6.5M","$5M","$5M"
"CONNOR BROWN","","R","28","R","WSH","64","10","29","39","0.61","39","50","0","9","02:06","45.1","20:04","121","-15","10","1","$4M","$3.6M","$3.6M"
"MATT BOLDY","","R","21","L","MIN","47","15","24","39","0.83","39","68","2","10","02:21","46.6","15:22","113","17","10","1","$0.93M","$0.88M","$1.33M"
"EVANDER KANE","","L","30","L","EDM","43","22","17","39","0.91","39","74","3","4","02:27","50.7","19:27","152","25","60","4","$1.38M","$2.11M","$2.11M"
"BRADY SKJEI","","D","28","L","CAR","82","9","30","39","0.48","39","39","0","0","00:07","2.8","21:09","184","22","48","2","$5.4M","$5.25M","$5.25M"
"NICOLAS ROY","","C","25","R","VGK","78","15","24","39","0.50","39","41","3","5","01:45","39.3","16:16","145","12","51","0","$0.75M","$0.75M","$0.75M"
"MAX DOMI","","L","27","L","","72","11","28","39","0.54","83","44","1","4","01:13","29.2","13:03","104","10","55","1","$6M","$5.3M","$5.3M"
"ALEXANDER BARABANOV","","R","28","L","S.J","70","10","29","39","0.56","39","46","1","8","01:51","43.0","17:10","103","-5","14","2","$1M","$1M","$1M"
"MIKAEL BACKLUND","","C","33","L","CGY","82","12","27","39","0.48","39","39","1","7","01:27","30.3","17:07","214","16","30","2","$5.35M","$5.35M","$5.35M"
"JONATHAN TOEWS","","C","34","L","CHI","71","13","25","38","0.54","38","44","2","7","02:42","51.8","17:28","126","-14","39","1","$6.9M","$10.5M","$10.5M"
"ALEX TUCH","","R","26","R","BUF","50","12","26","38","0.76","38","62","0","8","02:52","58.6","18:21","139","-3","14","4","$4.75M","$4.75M","$4.75M"
"MIKHAIL SERGACHEV","","D","24","L","T.B","78","7","31","38","0.49","38","40","1","7","01:32","29.4","22:28","149","5","59","6","$4.8M","$4.8M","$4.8M"
"JAMES VAN RIEMSDYK","","L","33","L","PHI","82","24","14","38","0.46","38","38","4","9","02:36","50.9","16:07","186","-32","25","1","$7M","$7M","$7M"
"DYLAN COZENS","","C","21","R","BUF","79","13","25","38","0.48","38","39","1","9","01:56","40.8","15:54","160","-19","55","1","$0.93M","$0.89M","$1.74M"
"ARTTURI LEHKONEN","","L","27","L","COL","74","19","19","38","0.51","38","42","2","3","01:01","20.0","15:06","155","1","22","5","$2.3M","$2.3M","$2.3M"
"REILLY SMITH","","R","31","L","VGK","56","16","22","38","0.68","38","56","3","7","01:48","41.8","17:47","150","4","8","3","$4.5M","$5M","$5M"
"THOMAS CHABOT","","D","25","L","OTT","59","7","31","38","0.64","38","53","1","13","03:29","69.0","26:12","173","-4","26","6","$7M","$8M","$8M"
"FILIP HRONEK","","D","24","R","DET","78","5","33","38","0.49","38","40","0","7","01:53","41.4","22:01","133","-28","36","2","$3.2M","$4.4M","$4.4M"
"ALEX WENNBERG","","C","27","L","SEA","80","11","26","37","0.46","37","38","2","6","02:05","45.4","17:50","95","-26","28","2","$3.5M","$4.5M","$4.5M"
"GUSTAV FORSLING","","D","26","L","FLA","71","10","27","37","0.52","37","43","1","0","00:11","3.6","21:13","145","41","18","2","$2M","$2.67M","$2.67M"
"JOSH MORRISSEY","","D","27","L","WPG","79","12","25","37","0.47","37","38","3","15","02:33","51.3","23:40","173","-3","66","6","$8M","$6.25M","$6.25M"
"ALEX IAFALLO","","L","28","L","L.A","79","17","20","37","0.47","37","38","2","6","02:45","53.1","18:30","215","4","8","3","$3.5M","$4M","$4M"
"RYAN GETZLAF","","C","37","R","","56","3","34","37","0.66","91","54","1","11","02:37","58.1","18:57","104","-14","29","0","$3M","$3M","$4.5M"
"MAX PACIORETTY","","L","33","L","CAR","39","19","18","37","0.95","37","78","4","12","02:42","61.2","17:23","148","8","33","1","$5.25M","$7M","$7M"
"REM PITLICK","","L","25","L","MTL","66","15","22","37","0.56","37","46","1","1","01:25","28.2","14:59","65","-8","24","2","$0.92M","$0.92M","$0.92M"
"BRANDON MONTOUR","","D","28","R","FLA","81","11","26","37","0.46","37","37","1","8","01:22","27.4","17:55","153","15","48","2","$1.75M","$3.5M","$3.5M"
"MIRO HEISKANEN","","D","23","L","DAL","70","5","31","36","0.51","36","42","1","11","02:18","47.9","24:53","156","3","24","6","$5M","$8.45M","$8.45M"
"PIUS SUTER","","C","26","L","DET","82","15","21","36","0.44","36","36","3","3","01:20","28.6","16:56","166","-12","22","1","$2.75M","$3.25M","$3.25M"
"PAVEL ZACHA","","C","25","L","BOS","70","15","21","36","0.51","36","42","1","7","02:11","48.3","16:51","148","-21","22","0","$3M","$2.25M","$2.25M"
"JESSE PULJUJARVI","","R","24","R","EDM","65","14","22","36","0.55","36","45","1","7","01:28","34.3","16:14","160","22","20","0","$1.45M","$1.18M","$1.18M"
"JORDAN STAAL","","C","33","L","CAR","78","17","19","36","0.46","36","38","2","2","00:42","15.7","16:38","146","11","18","1","$6M","$6M","$6M"
"CRAIG SMITH","","R","32","R","BOS","74","16","20","36","0.49","36","40","1","4","01:33","32.8","14:25","187","2","28","1","$3M","$3.1M","$3.1M"
"MARK GIORDANO","","D","38","L","TOR","75","8","27","35","0.47","35","38","1","12","02:28","50.0","20:53","151","-9","57","2","$6.75M","$6.75M","$6.75M"
"WILLIAM KARLSSON","","C","29","L","VGK","67","12","23","35","0.52","35","43","0","3","02:02","45.8","18:17","135","3","10","5","$7.1M","$5.9M","$5.9M"
"DARNELL NURSE","","D","27","L","EDM","71","9","26","35","0.49","35","40","0","6","01:09","25.1","25:03","203","18","54","6","$5.6M","$5.6M","$5.6M"
"DMITRY ORLOV","","D","30","L","WSH","76","12","23","35","0.46","35","38","4","4","00:58","18.7","20:58","127","25","44","1","$3.3M","$5.1M","$5.1M"
"ERIK KARLSSON","","D","32","R","S.J","50","10","25","35","0.70","35","57","2","10","02:50","59.9","23:28","117","-13","14","5","$14.5M","$11.5M","$11.5M"
"ZACH PARISE","","L","37","L","NYI","82","15","20","35","0.43","35","35","4","7","01:35","37.7","15:17","138","-2","28","3","$0.75M","$0.75M","$1.5M"
"VINCE DUNN","","D","25","L","SEA","73","7","28","35","0.48","35","39","0","11","02:12","48.5","20:41","121","-20","63","1","$4M","$4M","$4M"
"COLTON PARAYKO","","D","29","R","STL","80","6","29","35","0.44","35","36","2","1","00:17","6.0","23:33","135","16","18","6","$5.63M","$5.5M","$5.5M"
"ANDREAS JOHNSSON","","L","27","L","N.J","71","13","22","35","0.49","35","40","0","1","01:04","23.6","14:22","114","5","30","1","$2.5M","$3.4M","$3.4M"
"PIERRE ENGVALL","","R","26","L","TOR","78","15","20","35","0.45","35","37","3","3","00:34","13.0","13:17","154","13","30","1","$1.25M","$1.25M","$1.25M"
"TRAVIS BOYD","","R","28","R","ARI","74","17","18","35","0.47","35","39","2","4","01:39","38.8","16:31","88","-10","34","2","$0.75M","$0.75M","$0.75M"
"KEVIN SHATTENKIRK","","D","33","R","ANA","82","8","27","35","0.43","35","35","1","14","01:59","44.0","21:25","163","-9","36","1","$4.25M","$3.9M","$3.9M"
"MIKE HOFFMAN","","R","32","L","MTL","67","16","19","35","0.52","35","43","3","13","02:42","54.8","17:03","155","-24","32","2","$3.5M","$4.5M","$4.5M"
"JESPER FAST","","R","30","R","CAR","82","14","20","34","0.41","34","34","1","2","00:17","6.3","14:49","97","24","4","1","$2M","$2M","$2M"
"LAWSON CROUSE","","L","25","L","ARI","65","20","14","34","0.52","34","43","4","7","01:55","45.4","17:26","131","-9","52","0","$2.25M","$1.53M","$1.53M"
"JOEL FARABEE","","C","22","L","PHI","63","17","17","34","0.54","34","44","1","3","02:29","46.5","17:35","119","-10","50","6","$0.93M","$0.93M","$1.43M"
"TANNER PEARSON","","L","29","L","VAN","68","14","20","34","0.50","34","41","2","3","01:37","32.5","16:03","159","8","30","2","$2.5M","$3.25M","$3.25M"
"SONNY MILANO","","L","26","L","","66","14","20","34","0.52","76","42","3","10","02:09","48.6","15:17","94","-9","10","0","$1.8M","$1.7M","$1.7M"
"ANTHONY BEAUVILLIER","","R","25","L","NYI","75","12","22","34","0.45","34","37","1","11","01:43","40.7","16:50","154","-10","12","2","$4.15M","$4.15M","$4.15M"
"NEAL PIONK","","D","26","R","WPG","77","3","31","34","0.44","34","36","1","12","02:11","44.4","21:08","140","7","46","3","$3.5M","$5.88M","$5.88M"
"BARCLAY GOODROW","","C","29","L","NYR","79","13","20","33","0.42","33","34","2","0","00:36","14.1","16:43","116","12","69","5","$2.5M","$3.64M","$3.64M"
"BLAKE COLEMAN","","R","30","L","CGY","81","16","17","33","0.41","33","33","2","0","00:18","6.5","14:49","212","16","60","5","$3.9M","$4.9M","$4.9M"
"ALEX NEWHOOK","","L","21","L","COL","71","13","20","33","0.46","33","38","5","6","01:23","25.8","13:34","113","11","12","1","$0.93M","$0.91M","$1.49M"
"J.T. COMPHER","","C","27","R","COL","70","18","15","33","0.47","33","39","0","6","01:48","33.6","16:19","102","7","25","1","$4.5M","$3.5M","$3.5M"
"KYLE PALMIERI","","R","31","R","NYI","69","15","18","33","0.48","33","39","6","6","01:37","39.1","15:37","156","0","57","3","$5M","$5M","$5M"
"VLADISLAV GAVRIKOV","","D","26","L","CBJ","80","5","28","33","0.41","33","34","1","0","00:05","1.9","22:18","108","-3","68","1","$2.55M","$2.8M","$2.8M"
"CHRISTIAN DVORAK","","C","26","L","MTL","56","11","22","33","0.59","33","48","1","5","02:28","51.6","17:23","87","-19","24","3","$5.08M","$4.45M","$4.45M"
"DANTON HEINEN","","L","27","L","","76","18","15","33","0.43","69","36","1","4","01:09","23.7","12:42","138","6","16","0","$1.1M","$1.1M","$1.1M"
"ALEX FORMENTON","","L","22","L","OTT","79","18","14","32","0.41","32","33","1","0","00:51","17.7","15:27","162","-13","59","0","$0.75M","$0.75M","$0.89M"
"JOSH ANDERSON","","R","28","R","MTL","69","19","13","32","0.46","32","38","1","3","02:07","42.7","17:14","151","-25","65","5","$4M","$5.5M","$5.5M"
"PHILIP TOMASINO","","R","20","R","NSH","76","11","21","32","0.42","32","35","3","9","01:21","27.3","11:32","111","2","10","2","$0.93M","$0.86M","$1.01M"
"RYAN SUTER","","D","37","L","DAL","82","7","25","32","0.39","32","32","0","13","02:06","44.0","23:39","118","1","40","3","$2M","$3.65M","$3.65M"
"JAMIE DRYSDALE","","D","20","R","ANA","81","4","28","32","0.40","32","32","1","12","02:04","46.0","19:53","137","-26","16","1","$0.93M","$0.93M","$1.78M"
"FRANK VATRANO","","R","28","L","ANA","71","18","14","32","0.45","32","37","3","2","00:49","16.9","13:10","161","4","22","3","$2.6M","$2.53M","$2.53M"
"KASPERI KAPANEN","","R","25","R","PIT","79","11","21","32","0.41","32","33","2","5","01:36","32.9","14:32","129","2","16","0","$2.34M","$3.2M","$3.2M"
"NICHOLAS PAUL","","C","27","L","T.B","80","16","16","32","0.40","32","33","2","2","00:29","10.0","16:31","166","-13","39","6","$1.5M","$1.35M","$1.35M"
"ILYA MIKHEYEV","","R","27","L","VAN","53","21","11","32","0.60","32","50","4","5","01:06","25.3","15:16","147","16","26","4","$2.19M","$1.65M","$1.65M"
"NATE SCHMIDT","","D","31","L","WPG","77","4","28","32","0.42","32","34","1","11","01:40","33.8","20:13","117","-3","10","3","$6M","$5.95M","$5.95M"
"DILLON DUBE","","L","23","L","CGY","79","18","14","32","0.41","32","33","1","3","00:51","17.9","12:50","143","1","20","2","$2.2M","$2.3M","$2.3M"
"KEVIN HAYES","","C","30","L","PHI","48","10","21","31","0.65","31","53","1","4","02:43","52.6","17:55","126","-18","26","4","$9M","$7.14M","$7.14M"
"DOMINIK KUBALIK","","L","26","L","DET","78","15","16","31","0.40","31","33","0","9","01:39","32.6","14:31","161","-16","16","2","$4M","$3.7M","$3.7M"
"RYAN DONATO","","L","26","L","","74","16","15","31","0.42","65","34","2","1","01:48","39.7","13:48","159","-13","40","0","$0.75M","$0.75M","$0.75M"
"NICKLAS BACKSTROM","","C","34","L","WSH","47","6","25","31","0.66","31","54","1","14","03:39","68.8","17:29","68","-8","12","3","$10M","$9.2M","$9.2M"
"OLIVER KYLINGTON","","D","25","L","CGY","73","9","22","31","0.42","31","35","2","3","01:04","22.2","18:09","138","33","14","0","$0.75M","$0.75M","$0.75M"
"IVAN PROVOROV","","D","25","L","PHI","79","9","22","31","0.39","31","32","1","7","02:14","43.1","24:53","170","-21","34","3","$7.13M","$6.75M","$6.75M"
"COLE SILLINGER","","C","19","L","CBJ","79","16","15","31","0.39","31","32","3","2","00:51","18.7","13:42","148","-22","37","2","$0.93M","$0.93M","$1.63M"
"MATTIAS EKHOLM","","D","32","L","NSH","76","6","25","31","0.41","31","33","1","4","01:33","31.1","23:29","145","13","44","4","$5M","$3.75M","$3.75M"
"ALEXIS LAFRENIERE","","L","20","L","NYR","79","19","12","31","0.39","31","32","4","2","01:11","28.1","14:00","109","1","37","1","$0.93M","$0.93M","$3.78M"
"DREW DOUGHTY","","D","32","R","L.A","39","7","24","31","0.79","31","65","1","13","03:08","63.4","25:44","99","4","30","5","$11M","$11M","$11M"
"TRAVIS SANHEIM","","D","26","L","PHI","80","7","24","31","0.39","31","32","1","0","00:41","13.2","22:58","123","9","34","1","$4M","$4.68M","$4.68M"
"LARS ELLER","","C","33","L","WSH","72","13","18","31","0.43","31","35","2","2","01:09","21.3","16:07","116","-4","40","1","$3M","$3.5M","$3.5M"
"DENIS GURIANOV","","R","25","L","DAL","73","11","20","31","0.42","31","35","2","7","01:58","40.0","14:11","144","2","16","1","$2.9M","$2.55M","$2.55M"
"MIKE MATHESON","","D","28","L","MTL","74","11","20","31","0.42","31","34","5","2","00:43","14.8","18:48","140","12","33","4","$5M","$4.88M","$4.88M"
"MARK STONE","","R","30","R","VGK","37","9","21","30","0.81","30","66","2","6","02:41","61.3","18:21","71","7","8","5","$12M","$9.5M","$9.5M"
"ALEX GOLIGOSKI","","D","36","L","MIN","72","3","27","30","0.42","30","34","0","4","01:11","22.9","18:57","81","41","34","2","$5M","$5M","$5M"
"DOUGIE HAMILTON","","D","29","R","N.J","62","9","21","30","0.48","30","40","1","7","02:30","52.7","21:13","197","-18","34","6","$6.3M","$9M","$9M"
"SEAN KURALY","","C","29","L","CBJ","77","14","16","30","0.39","30","32","0","1","00:12","4.3","15:51","121","2","61","3","$1.5M","$2.5M","$2.5M"
"CALLE JARNKROK","","C","30","R","","66","12","18","30","0.45","67","37","1","6","01:55","38.9","16:02","101","-14","6","4","$2M","$2M","$2M"
"MATHIEU JOSEPH","","R","25","L","OTT","69","12","18","30","0.43","30","36","3","0","00:09","2.9","14:12","86","13","29","0","$0.78M","$0.74M","$0.74M"
"SCOTT LAUGHTON","","L","28","L","PHI","67","11","19","30","0.45","30","37","1","1","00:37","11.9","16:26","110","-9","35","4","$2.25M","$3M","$3M"
"JONAS BRODIN","","D","29","L","MIN","73","5","25","30","0.41","30","34","1","7","01:37","31.1","23:26","126","9","18","6","$4M","$6M","$6M"
"ROBBY FABBRI","","L","26","L","DET","56","17","13","30","0.54","30","44","1","8","02:46","57.5","17:20","123","-24","35","3","$3.1M","$2.95M","$2.95M"
"SAM GAGNER","","R","32","R","","81","13","17","30","0.37","60","30","0","1","00:39","13.8","13:37","132","-3","32","0","$0.85M","$0.85M","$0.85M"
"TOMAS TATAR","","L","31","L","N.J","76","15","15","30","0.39","30","32","1","5","01:52","39.3","14:50","132","-21","22","1","$3.75M","$4.5M","$4.5M"
"ALEXANDRE CARRIER","","D","25","R","NSH","77","3","27","30","0.39","30","32","0","4","01:00","19.9","20:59","95","26","50","1","$0.75M","$0.73M","$0.73M"
"VLADISLAV NAMESTNIKOV","","C","29","L","T.B","75","16","14","30","0.40","30","33","1","1","00:26","9.6","14:39","91","2","45","1","$2.5M","$2M","$2M"
"JESPERI KOTKANIEMI","","C","22","L","CAR","66","12","17","29","0.44","29","36","3","4","01:12","26.2","12:01","81","3","37","6","$6.1M","$6.1M","$6.1M"
"ISAC LUNDESTROM","","C","22","L","ANA","80","16","13","29","0.36","29","30","3","0","00:27","10.0","15:29","83","-3","8","0","$0.87M","$0.87M","$0.87M"
"MARCUS JOHANSSON","","L","31","L","WSH","69","9","20","29","0.42","29","34","2","10","02:28","51.6","16:08","111","-26","4","1","$1.5M","$1.5M","$1.5M"
"OLIVER EKMAN-LARSSON","","D","31","L","VAN","79","5","24","29","0.37","29","30","1","10","01:45","35.5","22:19","168","4","52","5","$10.5M","$8.25M","$8.25M"
"JAKE EVANS","","C","26","R","MTL","72","13","16","29","0.40","29","33","0","0","00:19","6.3","15:36","124","-5","22","3","$0.8M","$0.75M","$0.75M"
"DEREK GRANT","","L","32","L","ANA","71","15","14","29","0.41","29","33","1","2","00:29","10.4","14:19","117","-16","27","1","$1.5M","$1.5M","$1.5M"
"ADAM PELECH","","D","27","L","NYI","78","3","25","28","0.36","28","29","0","0","00:11","4.6","21:17","104","20","42","6","$5.75M","$5.75M","$5.75M"
"COLTON SISSONS","","C","28","R","NSH","79","7","21","28","0.35","28","29","0","4","00:26","8.9","16:10","87","2","30","4","$3.65M","$2.86M","$2.86M"
"PATRIC HORNQVIST","","R","35","R","FLA","65","11","17","28","0.43","28","35","0","7","02:07","41.0","12:41","165","-5","19","1","$5.3M","$5.3M","$5.3M"
"CODY CECI","","D","28","R","EDM","78","5","23","28","0.36","28","29","0","0","00:02","0.8","20:54","102","8","14","3","$2M","$3.25M","$3.25M"
"DUSTIN BROWN","","R","37","R","","64","9","19","28","0.44","64","36","0","3","02:06","39.8","14:44","146","-2","20","0","$4M","$5.88M","$5.88M"
"BRETT PESCE","","D","27","R","CAR","70","7","21","28","0.40","28","33","3","3","00:27","10.3","21:42","148","5","39","2","$4.03M","$4.03M","$4.03M"
"CHRISTOPHER TANEV","","D","32","R","CGY","82","6","22","28","0.34","28","28","3","0","00:15","5.1","20:28","88","35","22","2","$5.5M","$4.5M","$4.5M"
"SAMUEL GIRARD","","D","24","L","COL","67","5","23","28","0.42","28","34","1","7","01:50","32.4","21:38","79","-4","20","5","$5M","$5M","$5M"
"RYAN GRAVES","","D","27","L","N.J","75","6","22","28","0.37","28","31","0","0","00:04","1.4","20:43","111","-10","24","1","$3M","$3.17M","$3.17M"
"TJ BRODIE","","D","32","L","TOR","82","4","24","28","0.34","28","28","0","1","00:11","4.1","21:19","68","20","34","2","$5M","$5M","$5M"
"TEDDY BLUEGER","","C","27","L","PIT","65","9","19","28","0.43","28","35","0","0","00:05","1.7","15:01","93","12","10","1","$2M","$2.2M","$2.2M"
"PAT MAROON","","L","34","L","T.B","81","11","16","27","0.33","27","27","0","7","01:19","25.0","12:23","102","19","134","2","$1M","$0.9M","$0.9M"
"ONDREJ KASE","","R","26","R","CAR","50","14","13","27","0.54","27","44","2","8","00:53","20.8","13:59","119","4","14","1","$1.25M","$1.25M","$1.25M"
"JEFF PETRY","","D","34","R","PIT","68","6","21","27","0.40","27","33","1","3","01:43","33.7","22:07","124","-11","36","3","$5M","$6.25M","$6.25M"
"ARTHUR KALIYEV","","R","21","L","L.A","80","14","13","27","0.34","27","28","2","8","01:56","37.2","12:39","194","-2","37","2","$0.93M","$0.89M","$1.04M"
"JORDAN GREENWAY","","L","25","L","MIN","62","10","17","27","0.44","27","36","3","2","00:43","13.8","14:34","110","26","69","3","$2.6M","$2.1M","$2.1M"
"MATT DUMBA","","D","27","R","MIN","57","7","20","27","0.47","27","39","1","5","01:45","33.3","23:06","116","9","47","1","$7.4M","$6M","$6M"
"MICHAEL RASMUSSEN","","C","23","L","DET","80","15","12","27","0.34","27","28","2","2","00:53","19.0","14:31","128","-25","66","2","$1M","$1.46M","$1.46M"
"HAMPUS LINDHOLM","","D","28","L","BOS","71","5","22","27","0.38","27","31","1","5","00:58","19.8","22:30","142","10","46","6","$6.75M","$5.21M","$5.21M"
"SEAN DURZI","","D","23","R","L.A","64","3","24","27","0.42","27","35","0","14","02:28","49.8","19:36","119","-8","55","0","$0.84M","$0.81M","$0.93M"
"ERIC ROBINSON","","L","27","L","CBJ","67","10","17","27","0.40","27","33","1","0","00:02","0.7","13:54","104","-1","18","2","$0.98M","$0.98M","$0.98M"
"RASMUS ASPLUND","","L","24","L","BUF","80","8","19","27","0.34","27","28","1","4","01:05","23.6","14:21","130","-5","10","1","$0.78M","$0.83M","$0.83M"
"CHRIS WIDEMAN","","D","32","R","MTL","64","4","23","27","0.42","27","35","1","12","02:29","49.4","14:53","76","-25","67","2","$0.75M","$0.75M","$0.75M"
"OSKAR LINDBLOM","","L","25","L","S.J","79","12","14","26","0.33","26","27","1","1","00:34","11.3","13:48","127","-12","22","2","$2.6M","$3M","$3M"
"BEN CHIAROT","","D","31","L","DET","74","9","17","26","0.35","26","29","1","3","00:59","19.5","22:51","143","-14","48","4","$3.5M","$3.5M","$3.5M"
"GARNET HATHAWAY","","R","30","R","WSH","76","14","12","26","0.34","26","28","4","0","00:09","3.0","13:23","124","19","57","1","$1.5M","$1.5M","$1.5M"
"NICK BONINO","","L","34","L","S.J","80","16","10","26","0.33","26","27","0","7","01:51","41.9","16:42","137","-26","18","1","$2.05M","$2.05M","$2.05M"
"EETU LUOSTARINEN","","C","23","L","FLA","78","9","17","26","0.33","26","27","4","1","00:06","1.9","13:26","84","1","12","2","$0.93M","$0.9M","$0.93M"
"RYAN MCDONAGH","","D","33","L","NSH","71","4","22","26","0.37","26","30","0","2","00:24","7.5","22:27","85","15","16","4","$8.4M","$6.75M","$6.75M"
"KIRBY DACH","","C","21","R","MTL","70","9","17","26","0.37","26","30","0","6","01:55","38.5","18:02","116","-18","43","0","$0.93M","$0.93M","$3.43M"
"WARREN FOEGELE","","L","26","L","EDM","82","12","14","26","0.32","26","26","3","3","00:33","12.1","12:37","142","-9","24","2","$2.1M","$2.75M","$2.75M"
"VASILY PODKOLZIN","","R","21","L","VAN","79","14","12","26","0.33","26","27","3","3","00:39","13.4","12:48","115","7","26","2","$0.93M","$0.93M","$1.78M"
"DAVID KAMPF","","C","27","L","TOR","82","11","15","26","0.32","26","26","1","0","00:04","1.7","15:16","102","12","20","1","$1.4M","$1.5M","$1.5M"
"JOHN MARINO","","D","25","R","N.J","81","1","24","25","0.31","25","25","0","2","00:55","19.2","20:38","90","1","23","5","$1.75M","$4.4M","$4.4M"
"ADAM LARSSON","","D","29","R","SEA","82","8","17","25","0.30","25","25","3","1","00:06","2.3","22:17","119","-22","55","3","$2.5M","$4M","$4M"
"ERIK JOHNSON","","D","34","R","COL","77","8","17","25","0.32","25","27","1","1","00:14","4.3","17:17","139","22","24","1","$6M","$6M","$6M"
"JACK EICHEL","","C","25","R","VGK","34","14","11","25","0.74","25","60","2","8","02:57","66.0","19:24","133","3","10","4","$10M","$10M","$10M"
"JAKE BEAN","","D","24","L","CBJ","67","7","18","25","0.37","25","31","2","4","01:07","23.6","20:34","91","-5","26","2","$1.9M","$2.33M","$2.33M"
"T.J. OSHIE","","R","35","R","WSH","44","11","14","25","0.57","25","47","1","10","03:27","64.7","17:27","77","-12","18","3","$6M","$5.75M","$5.75M"
"ESA LINDELL","","D","28","L","DAL","76","4","21","25","0.33","25","27","0","3","00:26","8.9","22:03","136","4","12","3","$7M","$5.8M","$5.8M"
"MATTIAS JANMARK","","L","29","L","EDM","67","9","16","25","0.37","25","31","1","0","00:32","11.9","14:21","89","3","21","1","$2M","$2M","$2M"
"VINNIE HINOSTROZA","","R","28","R","BUF","62","13","12","25","0.40","25","33","2","1","00:11","3.8","13:54","92","-11","24","1","$1.05M","$1.05M","$1.05M"
"JASON SPEZZA","","C","39","R","","71","12","13","25","0.35","54","29","1","10","01:25","31.5","10:45","97","-3","26","0","$0.75M","$0.75M","$0.75M"
